id	question	equation
2422	702 보다 어떤 수만큼 큰 수는 930입니다. 어떤 수보다 372 작은 수는 얼마입니까?	930 - 702 - 372
344	수박, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '수박', '참외' ] , 2 ) ) )
3358	2 개의 수 14, 12 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 14 == 0 and arr % 12 == 0 ] )
396	6의 제곱근은 모두 몇 개인가?	2
292	각각 모양과 색깔이 다른 의자가 7개, 책상이 10개 있습니다. 의자와 책상을 각각 1개씩 조합할 수 있는 경우의 수를 구하시오.	7 * 10
3422	2 개의 수 1, 14 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 1 == 0 and arr % 14 == 0 ] )
1521	135에 어떤 수를 곱해야 할 것을 잘못하여 242에 어떤 수를 곱했더니 22990이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	135 * ( 22990 / 242 ) 
423	정국와 은지는 각각 45일과 40일 안에 작업을 할 수 있습니다. 그들은 함께 일을 시작했지만 정국는 며칠 후에 떠났고 은지는 23일 만에 나머지 작업을 완료했습니다. 정국가 일을 떠난 일수를 구하시오.	 ( 1 - 23 / 40 ) / ( 1 / 45 + 1 / 40 ) 
4446	키가 작은 사람부터 순서대로 51명이 한 줄로 서 있습니다. 호석가 앞에서부터 11번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 호석는 앞에서부터 몇 번째에 서게 됩니까?	51 - 11 + 1
1539	456에 어떤 수를 곱해야 할 것을 잘못하여 515에 어떤 수를 곱했더니 12875이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	456 * ( 12875 / 515 ) 
3843	남진 , 윤기 , 태형의 수학 점수는 각각 36점, 33점, 93점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 50점입니다. 태형네 학급 인원수가 15명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 15 - 3 ) * 50 + 36 + 33 + 93 ) / 15
255	당근, 오이 중에서 1가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '당근', '오이' ] , 1 ) ) )
435	상자에 있는 각 초콜릿 바는 4원입니다. 상자에 총 8개의 초콜릿 바가 있고 유나가 3개를 제외한 모든 초콜릿 바를 판 경우 그녀는 몇 원을 얻습니까?	X=4*(8-3)
1763	지민이는 4와 7를 모았습니다. 유정이는 3과 7을 모았습니다. 누가 모은 수가 더 큽니까?	'지민' if 4+7 > 3+7 else '유정'
1844	은지이는 1와 3를 모았습니다. 유나이는 7과 5을 모았습니다. 누가 모은 수가 더 큽니까?	'은지' if 1+3 > 7+5 else '유나'
247	영희는 4종류의 카드를 갖고 있고 철수는 5종류의 카드를 갖고 있습니다. 둘이 동시에 갖고 있는 카드는 3종류일 때, 철수와 영희가 두 장의 카드를 고를 경우는 몇가지인가요?	len ( list ( itertools.combinations ( range ( 4 + 5 - 3 ) , 2 ) ) )
925	정국이는 142권의 책이 있습니다. 민영이는 78권의 책이 있습니다. 정국이는 민영이보다 몇 권의 책을 더 가지고 있습니까?	X=142-78
1018	윤기는 사탕을 사기 위한 800원이 있습니다. 각 사탕이 40원이라면 윤기는 몇 개의 사탕을 살 수 있습니까?	X=800/40
1079	호석이는 시속 55km의 속도로 차를 몰았다. 그가 8시간 만에 얼마나 먼 거리를 운전했는지 구하라.	X=55*8
6	상자 안에 99개의 공이 있습니다. 태형이가 49개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	99 + 49
889	윤기는 47개의 풍선을 불었습니다. 그리고 13개의 풍선을 더 불었습니다. 윤기는 얼마나 많은 풍선을 불었습니까?	X=47+13
478	식당에서 각 성인이 식사하는데 2원이 들며 아이들은 무료로 식사를 합니다. 15명의 사람들이 왔고 9명이 아이들이었다면, 그 사람들이 식사를 하는데 몇 원이 듭니까?	X=2*(15-9)
1292	어떤 수에서 465을 빼더니 765가 되었습니다. 어떤 수에서 451를 빼면 얼마가 되는지 구하시오.	765 + 465 - 451
183	두 명의 사람이 줄을 섰습니다. 태형의 앞에 유정이 있다면, 유정은 앞에서부터 몇 번째에 서게 됩니까?	"L = [ None ] * 2\nfor i in range ( len ( L ) ) :\n    L [ i ] = ""태형""\n    for j in range ( i ) :\n        L [ j ] = ""유정""\nprint ( L.index( ""유정"" ) + 1 )"
3909	33명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 31명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?	33 - ( 31 + 1 )
77	회사의 수입은 매년 20 % 씩 증가합니다. 1999 년 수입이 2,664,000 원인 경우 1997 년 수입은 얼마입니까?	2664000 / ( ( 20 + 100 ) / 100 * ( 20 + 100 ) / 100 ) 
1086	민영이의 차는 가스 1l당 20km를 달립니다. 민영이가 14l의 가스를 넣었다면 얼마나 멀리 운전할 수 있습니까?	X=20*14
948	호석이는 45개의 호루라기를 가지고 있습니다. 호석이는 지민이보다 32개 더 많은 호루라기를 가지고 있습니다. 지민이가 가지고 있는 호루라기는 몇 개입니까?	X=45-32
3142	(다) 컵에 물을 가득 넣어 (아) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	(다)
1562	254에 어떤 수를 더해야 할 것을 잘못하여 496에 어떤 수를 곱했더니 14384이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	254 + ( 14384 / 496 ) 
82	상자 안에 72개의 공이 있습니다. 정국이가 75개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	72 + 75
98	석진은 한손의 손가락을 접으며 사과 17개를 세었습니다. 사과를 다 세고 접힌 손가락의 개수는?	( 17 - ( 5 * 3 ) ) 
1022	태형이의 식당에 252명의 손님들이 왔습니다. 한 테이블에 4명의 손님이 앉아있습니다. 얼마나 많은 테이블이 있습니까?	X=252/4
4136	달리기 시합에서 윤기는 39 등을 했고, 지민는 41 등을 했습니다. 석진는 지민보다 잘했지만 윤기보다는 못했습니다. 석진의 등수는 몇 등입니까?	 ( 39 + 41 ) / 2
1526	232에 어떤 수를 곱해야 할 것을 잘못하여 912에 어떤 수를 곱했더니 29184이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	232 * ( 29184 / 912 ) 
2712	주어진 숫자가 93, 53, 8, 73 일 경우 53 보다 크고 93 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 93, 53, 8, 73 ] if i > 53 and i < 93 ] ) )
342	큰 수와 작은 수가 주어졌습니다. 두 수의 차이는 1000입니다. 큰 숫자를 작은 숫자로 나누면 6을 몫으로, 15를 나머지로 얻습니다. 큰 수를 구하시오.	 ( 1000 - 15 ) / ( 6 - 1 ) * 6 + 15
955	서로 다른 두 자연수 A , B가 있습니다. A + B = 39, B = 5 * A 일 때, A 를 구하시오.	39 / ( 1 + 5 )
3585	3 개의 수 9, 13, 7 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 9 == 0 and arr % 13 == 0 and arr % 7 == 0] )
1233	100점짜리 시험에 40개의 문제가 있습니다. 문제는 2점과 4점짜리가 있습니다. 4점짜리 문제는 몇 개입니까?	(2*X)+(4*Y)=100, X+Y=40
813	태형이는 4개의 필통이 있습니다. 각 필통에는 10개의 지우개가 있습니다. 얼마나 많은 지우개를 태형이가 가지고 있습니까?	X=4*10
267	우리는 가게에서 총 80권의 책을 샀다. 수학 책은 4원이고 역사 책은 5원입니다. 총 구매한 책의 가격은 390원입니다. 수학 책을 몇 권 샀습니까?	80 - ( 390 - 80 * 4 ) 
595	4개의 수 41, 47, 87, 100가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 41 , 47 , 87 , 100 ] ) - min ( [ 41 , 47 , 87 , 100 ] ) 
11	136을 숫자로 나누면 몫은 9이고 나머지는 1입니다. 찾으려는 숫자는 무엇입니까?	math.floor ( 136 / 9 ) 
3266	2 개의 수 4, 6 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 4 == 0 and arr % 6 == 0 ] )
2126	한 상자에는 사과이 94개씩 들어있습니다. 199개의 상자 안에 있는 사과은 모두 몇 개일까요?	94 * 199
491	워크 시트에는 7가지 문제가 있습니다. 선생님이 17개의 워크 시트를 가지고 있고 그들 중 이미 8개의 워크 시트를 처리했습니다. 그렇다면 선생님에게 몇 가지의 문제가 있습니까?	X=7*(17-8)
1666	정국이는 7와 1를 모았습니다. 태형이는 7과 5을 모았습니다. 누가 모은 수가 더 큽니까?	'정국' if 7+1 > 7+5 else '태형'
852	영희는 철사로 한 변의 길이가 10cm인 정사각형을 만들었습니다. 10cm의 철사를 남기고 남은 철사를 전부 사용해 정오각형을 만들려 합니다. 정오각형의 한 변의 길이는 몇 cm인가요?	( 10 * 3 - 10 ) / 5
736	4개의 수, 1.5, 6.1, 13/2, 6.7이 있습니다. 가장 큰 수는얼마인가요?	max ( [ 1.5 , 6.1 , 13 / 2 , 6.7 ] )
727	어떤 소수의 소수점을 왼쪽으로 3 자리 옮기면 원래보다 4.61 만큼 작아집니다. 원래의 소수를 구하시오.	4.61 * 1000 / 999
919	서로 다른 두 자연수 A , B가 있습니다. A - B = --67, B = 2 * A 일 때, A 를 구하시오.	67
2766	주어진 숫자가 50, 14, 26, 43, 70, 99, 1, 23, 73 일 경우 1 보다 크고 26 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 50, 14, 26, 43, 70, 99, 1, 23, 73 ] if i > 1 and i < 26 ] ) )
2273	685 보다 어떤 수만큼 큰 수는 869입니다. 어떤 수보다 70 작은 수는 얼마입니까?	869 - 685 - 70
873	한 변의 길이가 4cm인 정삼각형의 높이는 몇 cm인가?	4 * math.sin ( math.radians( 60 ) )
1980	1개의 수 55.56이 있습니다. 이 중에서 80.2보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 55.56 ] if val < 80.2 ] ) 
198	사람들이 차례대로 줄을 서고 있습니다. 윤기는 세 번째에 서 있습니다. 석진과 윤기 사이에 세 명의 사람이 있을 때, 석진은 몇 번째에 서 있습니까?	max ( 3 + 4 , 3 - 4 )
601	3마리의 버팔로가 소 4마리 또는 소 2마리만큼을 먹습니다. 한 농장에는 물소 15마리, 소 8마리, 소 24마리가 있습니다. 이 소의 사료는 24일 동안 사용할 수 있습니다. 소 40마리와 버팔로 15마리를 더 들여 오면 사료는 며칠 동안 지속 될까요?	24 * ( 15 + 24 / 4 * 3 + 8 / 2 * 3 ) / ( 15 + 15 + ( 24 + 40 ) / 4 * 3 + 8 / 2 * 3 ) 
694	유정이는 1시간에 100m를 뛴다. 유정의 시계가 고장나 계획보다 30분을 더 뛰어 450m를 뛰었다. 계획대로라면 몇 m를 뛰었을지 구하시오.	450 - ( 100 * 0.5 )
1327	숫자의 세 배는 숫자의 두 배보다 7만큼 작습니다. 숫자를 찾으시오.	X=-7/(3-2)
2760	주어진 숫자가 60, 78, 21, 27, 38, 2, 36, 9, 78, 80, 89, 31, 16, 74, 33, 15, 22, 38 일 경우 22 보다 크고 33 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 60, 78, 21, 27, 38, 2, 36, 9, 78, 80, 89, 31, 16, 74, 33, 15, 22, 38 ] if i > 22 and i < 33 ] ) )
3515	3 개의 수 9, 2, 1 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 9 == 0 and arr % 2 == 0 and arr % 1 == 0] )
385	토마토, 당근, 오이, 상추, 고추, 마늘 중에서 3가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '토마토', '당근', '오이', '상추', '고추', '마늘' ] , 3 ) ) )
1270	양과 닭이 총 21마리 있습니다. 다리가 56개라면 21마리 중 양은 몇 마리입니까?	(4*X)+(2*Y)=56, X+Y=21
956	직육면체의 가로, 세로, 높이가 각각 1cm, 2cm, 3cm일때 직육면체의 부피는?	print ( 1 * 2 * 3 )
2906	민영와 동생의 나이를 합하면 88이고, 두 사람의 나이 차는 86입니다. 민영의 동생은 몇 살일까요?	( 88 - 86 ) / 2
388	윤기는 그의 야구 카드를 각 페이지에 3장의 카드가 있을 수 있도록 바인더를 만들고 있다. 바인더에 넣을 수 있는 8장의 새로운 카드와 16장의 오래된 카드가 있는 경우 몇 페이지를 사용해야 합니까?	X=(8+16)/3
874	한 변의 길이가 4cm인 정삼각형의 넓이는 몇 cm2인가?	1 / 2 * 4 * 4 * math.sin ( 60 * math.pi / 180 )
391	사탕, 초콜릿, 아이스크림, 감자칩 중에서 1가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사탕', '초콜릿', '아이스크림', '감자칩' ] , 1 ) ) )
149	상자 안에 35개의 공이 있습니다. 석진이가 29개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	35 + 29
917	반지름의 길이가 5cm인 구의 부피는 얼마입니까?	( 4 / 3 ) * math.pi * ( 5 ** 3 )
161	상자 안에 94개의 공이 있습니다. 남진이가 28개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	94 + 28
687	어떤 소수의 소수점을 오른쪽으로 3 자리 옮기면 원래보다 211.51 만큼 커집니다. 원래의 소수를 구하시오.	211.51 * 1000 / 1
611	영희는 어떤 수를 두배 해야 하는데 세배를 했고 그 결과에 철수가 2를 더해 38이 나왔습니다. 영희가 올바르게 계산한 결과를 구하시오.	( 38 - 2 ) / 3 * 2
741	교실에 9명의 학생들과 81개의 티켓이 있습니다. 티켓이 학생들 중에서 똑같이 나뉘는 경우, 각 학생은 몇 개의 티켓을 가질 수 있습니까?	X=81/9
302	남준은 21원을 저축했습니다. 그가 수당에 대해 15원을 받았다면, 그는 6원의 장난감을 몇 개 살 수 있습니까?	X=(21+15)/6
466	2번째 사람보다 뒤에 있고 6번째 사람보다 앞에 있을 경우의 수는?	print ( 6 - 2 - 1 )
341	배, 귤, 포도, 수박, 복숭아, 바나나 중에서 4가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '배', '귤', '포도', '수박', '복숭아', '바나나' ] , 4 ) ) )
1891	1개의 수 74.64이 있습니다. 이 중에서 82.28보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 74.64 ] if val < 82.28 ] ) 
2351	623 보다 어떤 수만큼 작은 수는 753입니다. 어떤 수보다 735 작은 수는 얼마입니까?	753 - 623 - 735
149	유나는 그녀의 정원에서 48개의 당근을 수확했습니다. 그녀가 그중 45개를 버렸고 다음날 42개를 수확했다면 그녀는 몇 개의 당근을 가지고 있습니까?	X=48+42-45
1055	유정이는 3명의 전체 인원 중 3.75달러를 똑같이 나눠줘야 합니다. 한명이 얼마씩 가집니까?	X=3.75/3
762	정국이는 상자에 저장된 35개의 오렌지가 있습니다. 7개의 상자가 있으면 각 상자에 몇 개의 오렌지가 들어가야 합니까?	X=35/7
87	나머지 숫자가 15로 나눌 수 있도록 1387에서 빼야하는 최소 숫자를 찾으십시오.	1387 - ( 100 - 2 * 4 ) * 15
1979	10개의 수 78.63, 16.56, 26.26, 11.54, 80.84, 24.92, 53.26, 14.59, 28.32, 60.69이 있습니다. 이 중에서 65.97보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 78.63, 16.56, 26.26, 11.54, 80.84, 24.92, 53.26, 14.59, 28.32, 60.69 ] if val > 65.97 ] ) 
2267	147 보다 어떤 수만큼 작은 수는 435입니다. 어떤 수보다 868 작은 수는 얼마입니까?	435 - 147 - 868
341	3명의 친구들이 음식점에 들어갔다. 요리사는 이미 6개의 닭 날개를 조리했지만 9개를 더 조리했습니다. 그들이 같은개수의 닭 날개를 얻는다면 각 한명은 몇 개의 닭 날개를 얻습니까?	X=(6+9)/3
992	상자의 길이는 146cm이고 너비는 312cm입니다. 상자의 넓이는 얼마입니까?	X=146*312
306	생일 파티에 윤기는 41개의 일반 탄산음료와 22개의 다이어트 탄산음료를 샀다. 냉장고의 각 선반에 9개를 놓을 수 있다면 몇 개의 선반을 채울 수 있습니까?	X=(41+22)/9
1493	857에 어떤 수를 더해야 할 것을 잘못하여 608에 어떤 수를 곱했더니 52288이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	857 + ( 52288 / 608 ) 
906	서로 다른 두 자연수 A , B가 있습니다. A + B = 100, B = 5 * A 일 때, A 를 구하시오.	100 / ( 1 + 5 )
3398	2 개의 수 13, 11 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 13 == 0 and arr % 11 == 0 ] )
243	영희는 오늘 영화관에 왔습니다. 영희는 영화를 볼 때 항상 팝콘과 탄산음료를 삽니다. 팝콘이 총 3종류의 맛이 있고 탄산음료가 4종류가 있으면 영희가 팝콘과 탄산음료를 살 경우는 총 몇가지입니까?	3 * 4
